,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121
109,0,0,1,7,0,0,6,8,0,8,1,0,5,5,5,0,5,0,3,2,9,0,0,2,0,0,0,0,0,2,0,5,4,2,7,8,10,14,4,5,0,3,0,0,0,0,1,5,6,0,7,13,3,0,5,2,0,0,5,0,0,7,3,3,1,6,0,5,4,9,10,3,7,6,0,5,0,0,7,0,5,2,2,8,10,0,1,8,1,9,0,5,0,0,0,0,0,0,0,0,5,10,9,12,2,1,5,0,0,2,10,11,10,0,0,0,4,13,3,1,15,5
110,0,0,0,2,8,0,2,3,10,0,14,4,0,2,2,7,0,7,0,0,0,9,0,0,2,0,0,1,0,0,3,0,4,4,0,4,7,7,15,5,3,0,2,1,1,0,0,7,2,7,0,4,15,5,0,11,8,6,0,6,0,0,13,9,0,0,6,0,4,6,8,11,3,4,6,0,5,0,0,9,0,1,1,2,4,10,0,0,5,0,15,5,6,0,6,0,0,2,6,0,0,4,6,6,18,8,0,5,0,0,0,9,8,9,2,0,0,3,12,2,5,14
111,0,1,0,0,2,8,0,0,3,6,4,15,5,0,0,4,3,0,5,0,0,7,9,0,7,9,0,0,8,0,0,0,0,3,2,0,4,3,7,11,3,1,0,2,1,0,0,0,3,2,8,0,5,13,3,1,11,8,2,0,4,0,3,13,6,0,7,2,0,4,7,8,18,8,5,2,0,3,0,2,5,0,2,8,0,11,7,0,0,1,5,11,5,4,0,4,0,2,2,6,0,0,1,3,8,14,4,7,4,0,0,0,5,7,9,3,0,0,4,12,2,5
112,0,0,0,0,0,0,4,1,0,4,3,5,16,6,1,0,5,0,0,5,1,0,3,9,0,3,13,3,0,4,0,1,0,0,3,3,0,12,2,15,15,5,0,0,0,0,0,0,1,0,1,9,0,3,14,4,1,8,9,0,0,5,0,3,12,7,0,8,0,0,1,3,8,26,16,6,0,0,0,0,3,5,0,0,8,1,10,7,0,1,0,6,7,3,1,4,1,0,0,0,3,0,0,0,0,16,15,5,4,5,0,0,8,2,3,6,3,0,0,2,13,3
113,0,0,0,0,0,0,0,9,0,5,1,0,10,21,11,0,5,3,3,2,10,0,0,5,5,0,3,10,0,0,1,5,0,0,3,8,2,2,9,5,14,18,8,0,0,0,0,0,5,0,0,6,7,0,8,11,1,0,13,6,0,5,2,0,4,17,7,5,6,0,0,0,0,16,23,21,11,0,0,0,5,5,2,0,2,4,2,12,8,5,0,5,3,5,0,0,2,0,0,0,0,2,2,1,0,6,21,11,2,2,7,0,1,6,0,0,8,5,0,0,7,12
114,0,0,0,1,1,0,2,0,11,1,11,1,0,9,18,13,3,7,1,0,0,10,0,0,5,5,0,4,10,0,1,0,4,0,0,0,7,0,3,6,4,12,17,9,1,0,0,6,0,6,0,0,8,4,0,14,17,7,3,14,5,0,11,8,0,7,17,7,4,8,0,1,0,6,16,20,21,11,0,2,0,1,4,2,0,2,1,2,9,5,11,1,6,0,11,1,0,4,6,0,0,0,0,0,7,0,11,21,11,0,0,6,0,0,8,0,0,4,4,0,0,6
115,0,0,0,3,4,0,1,0,1,8,1,11,1,0,8,16,10,4,5,0,0,0,7,0,0,4,4,3,3,7,3,0,0,11,1,0,0,4,3,0,5,2,9,20,12,2,0,0,3,3,6,0,1,4,1,4,14,17,7,6,11,2,1,11,5,0,7,14,5,5,7,3,0,0,6,13,27,18,18,8,0,0,0,3,0,0,0,0,0,6,5,8,4,2,1,10,0,0,4,5,0,0,0,0,0,4,1,10,28,18,6,0,3,0,1,7,0,0,3,3,0,0
116,0,0,0,0,0,3,0,6,0,6,5,1,16,6,5,6,21,11,7,7,5,0,0,9,0,0,3,1,0,0,4,8,0,1,14,6,0,1,1,4,0,8,0,10,17,10,1,0,5,0,0,11,1,0,9,0,4,11,22,12,2,16,6,1,12,10,0,12,12,3,2,4,0,1,0,11,17,23,15,14,13,3,0,0,5,0,1,2,1,5,3,10,5,2,0,0,8,0,0,3,3,0,2,1,0,1,9,0,16,26,20,10,1,1,0,0,9,2,0,2,8,0
117,0,0,0,6,6,0,5,0,8,0,7,5,6,13,3,4,11,23,13,4,4,5,0,0,9,0,0,9,1,0,6,1,7,3,4,11,5,0,7,0,2,0,7,6,16,16,9,2,0,11,1,1,13,3,0,10,1,5,12,28,18,6,17,7,2,9,10,2,11,14,4,8,4,0,1,1,14,16,26,16,11,10,3,0,0,5,0,0,0,0,6,0,16,6,3,0,0,7,1,0,2,2,0,0,2,0,0,9,6,14,23,19,9,0,3,0,0,6,2,0,0,7
118,0,2,5,0,5,11,1,4,0,7,0,5,4,5,12,2,3,13,22,12,3,4,3,0,0,9,0,0,9,0,0,5,6,6,2,3,16,6,0,5,0,1,0,6,6,16,21,11,1,1,9,0,3,12,2,0,9,0,4,18,27,17,7,16,7,1,9,9,2,10,16,6,8,2,0,0,4,13,16,25,15,10,12,3,0,0,5,0,0,0,0,5,6,15,5,1,0,0,6,6,0,7,1,0,0,0,0,0,8,4,13,28,18,9,0,5,0,0,8,7,0,5
119,0,0,1,2,0,4,8,3,1,2,3,0,7,6,7,8,4,3,15,27,17,5,0,8,0,0,8,0,0,6,0,2,4,2,8,4,6,16,6,0,4,2,0,0,3,6,15,17,13,3,0,11,1,2,14,4,0,5,2,8,15,29,19,7,20,10,0,11,8,0,7,13,3,8,0,2,0,3,9,15,27,20,10,9,8,0,4,10,4,2,0,2,2,5,11,4,0,0,0,5,5,0,12,5,0,0,2,0,0,5,9,18,28,18,6,0,10,5,0,7,9,0
120,0,0,0,0,0,0,4,11,3,4,0,2,3,10,9,3,11,4,10,17,30,20,8,2,6,0,0,6,0,0,4,3,1,2,9,11,3,6,14,6,0,11,1,0,0,2,5,13,20,11,2,3,11,1,5,12,2,0,8,0,5,18,27,17,10,23,13,3,10,8,0,5,11,3,7,3,0,0,1,5,18,29,19,8,11,6,1,6,11,7,0,3,0,0,3,11,3,0,0,0,4,4,2,13,3,0,3,0,0,0,7,8,18,27,18,8,2,12,3,0,10,8
121,0,0,0,3,3,0,1,1,12,2,4,0,0,0,7,7,1,12,2,7,18,29,19,7,1,5,0,3,5,0,3,1,2,8,0,6,10,0,9,11,5,1,8,4,3,0,1,5,10,23,13,1,4,7,0,5,12,2,0,11,1,8,18,27,17,13,22,12,1,11,7,3,4,8,3,4,10,0,7,0,8,17,28,18,6,10,3,0,3,8,7,0,6,0,0,2,9,1,0,0,0,3,0,3,13,3,0,2,7,0,0,6,8,16,28,18,6,2,11,2,0,9
122,0,0,0,1,4,2,2,0,3,9,8,4,0,0,0,9,4,3,10,0,8,18,26,16,7,1,3,1,3,4,1,0,0,2,6,0,5,7,1,6,9,3,0,9,5,2,0,7,2,13,23,13,3,1,4,6,11,18,8,1,10,0,14,24,24,14,13,19,11,3,10,8,3,1,8,0,4,9,0,9,0,7,16,28,18,6,7,0,0,0,14,4,1,3,6,0,1,11,7,0,0,0,0,0,9,10,0,0,2,4,0,0,3,7,18,27,17,5,1,10,0,0
123,0,0,0,6,7,3,4,0,2,0,10,8,1,0,0,0,6,6,1,7,0,8,16,23,16,7,0,9,1,2,10,0,0,3,0,3,0,1,13,3,4,7,2,6,15,5,1,1,4,8,13,20,15,5,0,5,7,12,15,14,4,7,4,15,21,21,14,10,18,13,3,16,8,0,1,5,3,3,12,2,6,0,7,18,25,18,8,4,0,0,4,11,10,0,4,4,0,1,12,6,0,0,0,0,1,5,7,0,3,0,1,0,0,2,9,18,24,14,5,0,7,0
124,0,0,0,0,4,5,2,3,0,1,0,12,7,0,0,0,0,5,6,0,6,0,6,15,21,14,15,5,7,0,0,9,0,0,3,0,1,4,3,17,11,4,4,0,5,13,3,0,0,2,10,12,19,12,4,0,3,5,11,13,11,3,5,5,14,20,19,13,8,17,11,6,14,12,2,0,4,0,2,9,1,5,0,8,17,23,17,7,3,0,0,3,9,7,0,12,2,0,2,10,4,0,0,0,0,5,4,5,0,5,0,0,4,0,1,8,17,23,13,3,0,5
125,0,5,2,0,0,6,5,0,3,0,0,2,9,4,0,0,0,0,3,3,0,7,0,5,16,22,12,15,6,6,0,0,11,1,0,0,2,0,4,7,15,9,3,4,0,6,15,5,0,0,1,7,12,18,9,3,0,2,2,11,12,8,2,4,4,11,21,16,14,8,22,12,7,11,11,1,0,3,0,2,6,0,10,1,7,18,21,14,5,0,0,0,3,8,6,2,13,3,0,4,11,6,0,0,0,0,2,5,4,0,2,2,0,5,0,6,7,14,28,18,6,2
126,0,0,4,8,6,0,8,2,2,0,1,0,0,6,1,0,0,2,0,0,0,0,5,0,6,16,20,18,15,5,12,2,1,14,4,0,0,0,6,0,5,13,8,9,10,0,5,16,6,6,0,0,9,9,15,10,4,1,0,8,10,9,9,3,1,1,11,18,15,16,12,28,18,6,11,8,4,0,6,0,0,3,0,10,0,8,15,18,11,2,1,0,6,0,9,4,3,12,4,0,3,10,3,0,1,0,0,2,8,1,0,1,0,0,7,0,3,4,16,27,17,5
127,0,0,0,1,5,5,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,6,13,17,16,11,2,10,1,4,12,2,0,0,0,4,0,3,9,5,6,9,0,6,14,4,3,0,0,22,12,12,7,1,0,0,4,8,6,6,2,0,1,9,17,12,15,18,26,16,4,9,4,0,0,2,0,0,2,0,8,0,7,13,17,9,0,0,0,19,9,6,3,2,9,3,0,2,8,2,0,0,0,0,0,3,0,0,0,0,0,6,0,1,6,15,25,16
128,0,5,2,0,1,7,5,0,6,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,4,1,4,13,18,15,11,1,12,2,2,9,4,0,0,0,2,0,2,9,5,7,11,1,4,14,4,0,0,12,19,11,11,6,0,0,0,1,7,5,4,0,1,0,10,17,17,15,19,23,15,5,8,3,0,0,0,0,5,3,0,9,0,4,11,14,8,0,0,9,18,8,7,3,1,11,4,2,0,6,1,0,0,1,0,0,0,2,0,1,0,5,3,0,6,8,15,27
129,0,5,7,2,0,3,7,2,0,3,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,5,0,4,14,17,15,8,3,11,1,0,11,1,0,0,0,0,0,2,9,6,9,10,0,4,13,3,0,2,9,18,10,10,3,0,0,0,0,6,3,1,1,0,1,10,22,17,16,16,22,12,4,7,2,0,0,0,5,6,0,1,7,0,2,8,13,5,0,0,8,16,9,7,2,3,12,6,0,0,5,0,0,1,0,0,0,2,0,1,1,5,2,0,5,8,5,17
